Time	Open	High	Low	Close	Volume
2013-04-26 00:00:00	0.94523	0.94558	0.94019	0.94232	124827	20
2013-04-28 00:00:00	0.94071	0.94243	0.93995	0.9422	8231	73
2013-04-29 00:00:00	0.94221	0.94294	0.9354	0.93729	115235	17
2013-04-30 00:00:00	0.93729	0.93839	0.92781	0.92941	132169	18
2013-05-01 00:00:00	0.92941	0.93089	0.92467	0.927	110241	19
2013-05-02 00:00:00	0.92698	0.93623	0.92664	0.9347	142741	19
2013-05-03 00:00:00	0.9347	0.93991	0.93023	0.93532	139614	20
2013-05-05 00:00:00	0.93492	0.93565	0.93453	0.93541	6014	61
2013-05-06 00:00:00	0.93539	0.93968	0.93382	0.93858	89567	20
2013-05-07 00:00:00	0.93858	0.94363	0.93664	0.94088	111913	18
2013-05-08 00:00:00	0.94088	0.94106	0.93367	0.93504	121622	17
2013-05-09 00:00:00	0.93504	0.94984	0.93334	0.94958	136423	17
2013-05-10 00:00:00	0.94954	0.96277	0.94758	0.95671	166312	16
2013-05-12 00:00:00	0.95847	0.95955	0.95797	0.95866	8588	55
2013-05-13 00:00:00	0.95867	0.95952	0.95469	0.95625	143669	19
2013-05-14 00:00:00	0.95625	0.96741	0.95208	0.96529	168381	15
2013-05-15 00:00:00	0.9653	0.97473	0.96424	0.96536	165064	19
2013-05-16 00:00:00	0.96539	0.97081	0.95777	0.9647	151472	17
2013-05-17 00:00:00	0.9647	0.97604	0.96364	0.97209	133355	18
2013-05-19 00:00:00	0.97003	0.97188	0.96861	0.97058	6218	49
2013-05-20 00:00:00	0.97059	0.97173	0.96476	0.96681	119968	10
2013-05-21 00:00:00	0.96681	0.97504	0.96549	0.96922	151256	16
2013-05-22 00:00:00	0.96923	0.98384	0.96787	0.98029	190252	16
2013-05-23 00:00:00	0.98027	0.98172	0.96328	0.97027	199801	17
2013-05-24 00:00:00	0.97027	0.97166	0.959	0.96129	140316	14
2013-05-26 00:00:00	0.96153	0.96246	0.96073	0.96172	7550	83
2013-05-27 00:00:00	0.96172	0.96475	0.9592	0.96298	82082	18
2013-05-28 00:00:00	0.96298	0.97802	0.96296	0.97709	150962	18
2013-05-29 00:00:00	0.97709	0.97899	0.95994	0.96132	186667	16
2013-05-30 00:00:00	0.96132	0.96505	0.9525	0.95361	176487	16
2013-05-31 00:00:00	0.95358	0.96244	0.9511	0.95476	162712	16
2013-06-02 00:00:00	0.95565	0.95807	0.95518	0.95695	8247	58
2013-06-03 00:00:00	0.95695	0.9624	0.94077	0.94777	163071	18
2013-06-04 00:00:00	0.94777	0.95199	0.94528	0.9483	157596	15
2013-06-05 00:00:00	0.9483	0.94933	0.93946	0.9422	171457	16
2013-06-06 00:00:00	0.9422	0.94385	0.92249	0.92953	188059	17
2013-06-07 00:00:00	0.92953	0.93737	0.9249	0.93587	177858	18
2013-06-09 00:00:00	0.9366	0.93769	0.9357	0.93736	7572	82
2013-06-10 00:00:00	0.93736	0.94182	0.9318	0.93433	146554	17
2013-06-11 00:00:00	0.93434	0.9349	0.92217	0.9252	177326	17
2013-06-12 00:00:00	0.9252	0.92863	0.91729	0.91985	161221	17
2013-06-13 00:00:00	0.91985	0.92584	0.91298	0.92344	183259	18
2013-06-14 00:00:00	0.92344	0.92696	0.91956	0.921	143057	18
2013-06-16 00:00:00	0.92117	0.9224	0.92075	0.92155	4291	140
2013-06-17 00:00:00	0.92155	0.92714	0.92144	0.92225	112557	18
2013-06-18 00:00:00	0.92223	0.9262	0.91756	0.92021	126896	17
2013-06-19 00:00:00	0.92021	0.93214	0.91799	0.92916	133863	15
2013-06-20 00:00:00	0.92918	0.93605	0.92507	0.92624	196011	18
2013-06-21 00:00:00	0.92625	0.93678	0.92416	0.93427	140877	16
2013-06-23 00:00:00	0.9361	0.93692	0.93484	0.93675	6840	92
2013-06-24 00:00:00	0.93675	0.93804	0.93122	0.93235	157778	18
2013-06-25 00:00:00	0.93236	0.94074	0.93187	0.93915	138510	19
2013-06-26 00:00:00	0.93915	0.94431	0.93724	0.94219	138245	16
2013-06-27 00:00:00	0.94219	0.94875	0.9406	0.94527	132099	17
2013-06-28 00:00:00	0.94529	0.94746	0.9411	0.94479	128778	15
2013-06-30 00:00:00	0.94557	0.94566	0.94378	0.94551	9090	40
2013-07-01 00:00:00	0.94551	0.95031	0.94389	0.94479	107618	20
2013-07-02 00:00:00	0.94479	0.95291	0.94464	0.9513	112836	17
2013-07-03 00:00:00	0.9513	0.95229	0.94466	0.94596	133096	16
2013-07-04 00:00:00	0.94597	0.95839	0.94597	0.95814	107767	21
2013-07-05 00:00:00	0.95816	0.96604	0.95649	0.96313	122552	15
2013-07-07 00:00:00	0.96527	0.96651	0.96488	0.96602	9250	41
2013-07-08 00:00:00	0.96602	0.96662	0.9625	0.9644	100300	13
2013-07-09 00:00:00	0.9644	0.97508	0.9637	0.97365	129961	15
2013-07-10 00:00:00	0.97365	0.97444	0.94042	0.94727	152344	16
2013-07-11 00:00:00	0.94722	0.95351	0.94105	0.94757	167907	25
2013-07-12 00:00:00	0.94754	0.95135	0.94381	0.9462	107370	16
2013-07-14 00:00:00	0.94507	0.94684	0.94492	0.94672	4144	97
2013-07-15 00:00:00	0.94671	0.95339	0.94555	0.94835	132554	19
2013-07-16 00:00:00	0.9484	0.9495	0.93784	0.94034	134238	20
2013-07-17 00:00:00	0.94034	0.94453	0.9359	0.94123	134642	15
2013-07-18 00:00:00	0.94121	0.94775	0.94052	0.94442	112109	19
2013-07-19 00:00:00	0.94442	0.94613	0.93965	0.94087	97833	16
2013-07-21 00:00:00	0.94092	0.94152	0.9389	0.93945	3711	65
2013-07-22 00:00:00	0.9394	0.94075	0.9322	0.93586	204174	20
2013-07-23 00:00:00	0.93576	0.94065	0.93418	0.93487	215532	17
2013-07-24 00:00:00	0.93492	0.93882	0.93399	0.93793	229647	18
2013-07-25 00:00:00	0.93789	0.93945	0.92827	0.92985	226480	16
2013-07-26 00:00:00	0.92974	0.93045	0.92635	0.92831	202758	16
2013-07-28 00:00:00	0.9281	0.929	0.92747	0.9281	13562	16
2013-07-29 00:00:00	0.9281	0.93218	0.92694	0.93099	93643	15
2013-07-30 00:00:00	0.93099	0.93239	0.92728	0.92949	105084	16
2013-07-31 00:00:00	0.92949	0.93367	0.92277	0.92617	144035	17
2013-08-01 00:00:00	0.92616	0.93719	0.92529	0.93651	129506	13
2013-08-02 00:00:00	0.9365	0.93892	0.92738	0.9289	115240	15
2013-08-04 00:00:00	0.92914	0.92983	0.92796	0.92917	4653	94
2013-08-05 00:00:00	0.92917	0.93323	0.92679	0.9274	99398	11
2013-08-06 00:00:00	0.92739	0.9296	0.9238	0.92509	108710	15
2013-08-07 00:00:00	0.92509	0.92882	0.9207	0.92121	120164	15
2013-08-08 00:00:00	0.92122	0.92289	0.91744	0.92009	110446	16
2013-08-09 00:00:00	0.92009	0.92291	0.91905	0.9223	79303	16
2013-08-11 00:00:00	0.92332	0.92404	0.92162	0.92202	7657	62
2013-08-12 00:00:00	0.92204	0.92843	0.92194	0.92644	80320	9
2013-08-13 00:00:00	0.92642	0.9348	0.92578	0.93274	110988	15
2013-08-14 00:00:00	0.93274	0.93771	0.93243	0.93378	100561	14
2013-08-15 00:00:00	0.93379	0.93958	0.92474	0.9254	140926	14
2013-08-16 00:00:00	0.92541	0.92875	0.92169	0.92608	114054	9
2013-08-18 00:00:00	0.92587	0.92779	0.92544	0.92714	4373	76
2013-08-19 00:00:00	0.92714	0.92848	0.92282	0.92443	97050	14
2013-08-20 00:00:00	0.92442	0.92506	0.91469	0.917	118320	11
2013-08-21 00:00:00	0.917	0.9236	0.91621	0.92339	121353	13
2013-08-22 00:00:00	0.92339	0.92895	0.92248	0.92351	108978	13
2013-08-23 00:00:00	0.92355	0.92631	0.91896	0.92176	113967	12
2013-08-25 00:00:00	0.92105	0.92175	0.92032	0.92103	3731	40
2013-08-26 00:00:00	0.92103	0.92462	0.92081	0.92204	66327	14
2013-08-27 00:00:00	0.92204	0.92286	0.91704	0.91716	110183	12
2013-08-28 00:00:00	0.91718	0.92349	0.91706	0.9227	112904	15
2013-08-29 00:00:00	0.92269	0.9321	0.922	0.93122	117399	14
2013-08-30 00:00:00	0.93125	0.93321	0.92885	0.92989	99704	13
2013-09-01 00:00:00	0.93146	0.93289	0.93093	0.93251	5619	33
2013-09-02 00:00:00	0.93251	0.93496	0.93134	0.9347	73747	10
2013-09-03 00:00:00	0.93472	0.93825	0.93418	0.93637	100458	13
2013-09-04 00:00:00	0.93637	0.93822	0.93475	0.93582	90328	13
2013-09-05 00:00:00	0.93581	0.94546	0.9357	0.94498	112671	13
2013-09-06 00:00:00	0.94497	0.94552	0.93459	0.93731	103379	11
2013-09-08 00:00:00	0.93892	0.93917	0.93747	0.93882	4583	53
2013-09-09 00:00:00	0.93883	0.93913	0.93011	0.93264	79636	11
2013-09-10 00:00:00	0.93264	0.93664	0.93162	0.93487	84439	13
2013-09-11 00:00:00	0.93486	0.93708	0.92848	0.93009	95874	14
2013-09-12 00:00:00	0.93007	0.93345	0.92717	0.93086	97489	14
2013-09-13 00:00:00	0.93086	0.9341	0.928	0.92955	85548	11
2013-09-15 00:00:00	0.92327	0.92521	0.92284	0.92517	7769	71
2013-09-16 00:00:00	0.92518	0.92778	0.92356	0.92687	76701	14
2013-09-17 00:00:00	0.92691	0.92788	0.92527	0.926	70305	10
2013-09-18 00:00:00	0.926	0.9268	0.91087	0.91238	114707	10
2013-09-19 00:00:00	0.91241	0.91314	0.90897	0.91053	116296	14
2013-09-20 00:00:00	0.91054	0.91266	0.90889	0.91003	103147	14
2013-09-22 00:00:00	0.90821	0.91085	0.90821	0.91085	3945	63
2013-09-23 00:00:00	0.91081	0.91296	0.90842	0.91045	94059	14
2013-09-24 00:00:00	0.91045	0.91356	0.90988	0.91333	80770	12
2013-09-25 00:00:00	0.91333	0.91372	0.90784	0.90995	79294	13
2013-09-26 00:00:00	0.90995	0.91169	0.9087	0.9102	78527	14
2013-09-27 00:00:00	0.91021	0.91104	0.90209	0.90554	78088	13
2013-09-29 00:00:00	0.9061	0.90675	0.90526	0.9053	5360	37
2013-09-30 00:00:00	0.90531	0.90683	0.90248	0.90541	85784	11
2013-10-01 00:00:00	0.90541	0.9075	0.89924	0.90654	109033	13
2013-10-02 00:00:00	0.90652	0.90772	0.89942	0.90198	107073	11
2013-10-03 00:00:00	0.90198	0.90332	0.89673	0.89888	99239	13
2013-10-04 00:00:00	0.89888	0.90816	0.89781	0.90706	89164	12
2013-10-06 00:00:00	0.90634	0.90687	0.90515	0.9054	3824	74
2013-10-07 00:00:00	0.9054	0.90624	0.90158	0.90286	79141	12
2013-10-08 00:00:00	0.90286	0.90656	0.90151	0.90196	99848	12
2013-10-09 00:00:00	0.90196	0.91277	0.90187	0.91062	136434	14
2013-10-10 00:00:00	0.91065	0.91308	0.90822	0.91097	106844	13
2013-10-11 00:00:00	0.911	0.91315	0.90697	0.9113	91054	13
2013-10-13 00:00:00	0.90917	0.91051	0.90913	0.91003	4879	59
2013-10-14 00:00:00	0.91006	0.91218	0.9064	0.91126	75378	12
2013-10-15 00:00:00	0.91126	0.91779	0.90925	0.91366	124002	12
2013-10-16 00:00:00	0.91365	0.91752	0.90977	0.91426	137110	14
2013-10-17 00:00:00	0.91427	0.9146	0.90077	0.90316	134730	14
2013-10-18 00:00:00	0.90316	0.90366	0.9004	0.90148	85108	12
2013-10-20 00:00:00	0.90164	0.90232	0.90158	0.90219	5378	72
2013-10-21 00:00:00	0.90215	0.90447	0.90056	0.90256	81426	12
2013-10-22 00:00:00	0.90256	0.90392	0.89398	0.895	104431	14
2013-10-23 00:00:00	0.895	0.89656	0.89108	0.89239	104500	12
2013-10-24 00:00:00	0.89238	0.89279	0.889	0.8923	113932	14
2013-10-25 00:00:00	0.8923	0.8965	0.88925	0.89228	123325	14
2013-10-27 00:00:00	0.8924	0.89296	0.89204	0.89264	4128	54
2013-10-28 00:00:00	0.89263	0.89626	0.89224	0.89558	98070	9
2013-10-29 00:00:00	0.89559	0.90024	0.89435	0.89952	113560	10
2013-10-30 00:00:00	0.89952	0.90238	0.895	0.9003	132162	12
2013-10-31 00:00:00	0.90031	0.90756	0.89895	0.90733	140547	12
2013-11-01 00:00:00	0.90735	0.91377	0.90703	0.91199	130415	11
2013-11-03 00:00:00	0.91169	0.91265	0.91169	0.91247	3200	68
2013-11-04 00:00:00	0.91248	0.91516	0.90909	0.90985	76057	12
2013-11-05 00:00:00	0.90987	0.91472	0.90942	0.91364	100251	12
2013-11-06 00:00:00	0.91364	0.91389	0.90979	0.91188	99449	13
2013-11-07 00:00:00	0.91188	0.92496	0.91087	0.91666	166545	14
2013-11-08 00:00:00	0.91666	0.92465	0.9152	0.92096	188058	16
2013-11-10 00:00:00	0.92267	0.92313	0.92184	0.92297	5160	18
2013-11-11 00:00:00	0.92297	0.92297	0.91889	0.91941	110484	11
2013-11-12 00:00:00	0.91941	0.9226	0.91548	0.91728	175076	15
2013-11-13 00:00:00	0.91728	0.92004	0.91232	0.91381	159000	15
2013-11-14 00:00:00	0.91381	0.91882	0.91313	0.91802	175200	14
2013-11-15 00:00:00	0.91802	0.91912	0.91299	0.91463	118284	11
2013-11-17 00:00:00	0.91443	0.91571	0.9143	0.91549	3164	30
2013-11-18 00:00:00	0.91549	0.91614	0.9095	0.9129	109109	12
2013-11-19 00:00:00	0.9129	0.91442	0.90781	0.90878	130393	13
2013-11-20 00:00:00	0.90879	0.91905	0.90875	0.91722	149189	12
2013-11-21 00:00:00	0.91722	0.91883	0.91256	0.91409	161338	14
2013-11-22 00:00:00	0.91407	0.91498	0.90641	0.90641	105271	12
2013-11-24 00:00:00	0.90712	0.90735	0.9061	0.90702	4469	80
2013-11-25 00:00:00	0.90702	0.91311	0.90683	0.9107	109782	14
2013-11-26 00:00:00	0.91073	0.91128	0.90614	0.9069	125660	11
2013-11-27 00:00:00	0.9069	0.90922	0.90405	0.90822	135294	11
2013-11-28 00:00:00	0.90822	0.90859	0.90412	0.90599	89657	19
2013-11-29 00:00:00	0.90599	0.9071	0.9028	0.90596	120177	15
2013-12-01 00:00:00	0.90591	0.90653	0.90558	0.90639	3568	47
2013-12-02 00:00:00	0.90639	0.91099	0.9043	0.9087	138171	13
2013-12-03 00:00:00	0.9087	0.91003	0.90204	0.90401	144125	19
2013-12-04 00:00:00	0.90402	0.9076	0.9013	0.90238	188629	17
2013-12-05 00:00:00	0.90238	0.90495	0.89568	0.89661	156582	15
2013-12-06 00:00:00	0.8966	0.89839	0.8912	0.89137	124281	12
2013-12-08 00:00:00	0.8918	0.89249	0.89092	0.89232	2642	26
2013-12-09 00:00:00	0.89231	0.8934	0.88948	0.89021	69991	10
2013-12-10 00:00:00	0.89021	0.89067	0.88501	0.88717	80866	11
2013-12-11 00:00:00	0.88717	0.88862	0.88398	0.88685	87657	11
2013-12-12 00:00:00	0.88685	0.8909	0.88479	0.88986	111231	12
2013-12-13 00:00:00	0.88986	0.89173	0.88811	0.88936	82899	11
2013-12-15 00:00:00	0.89017	0.89052	0.88904	0.89024	2239	86
2013-12-16 00:00:00	0.89024	0.89028	0.88464	0.88715	78688	14
2013-12-17 00:00:00	0.88715	0.8895	0.8832	0.88494	77472	9
2013-12-18 00:00:00	0.88492	0.89584	0.88398	0.89436	118451	10
2013-12-19 00:00:00	0.89435	0.89873	0.89344	0.89819	97918	13
2013-12-20 00:00:00	0.89819	0.90009	0.89318	0.89565	104336	9
2013-12-22 00:00:00	0.8956	0.89644	0.89538	0.89551	2105	52
2013-12-23 00:00:00	0.8955	0.89672	0.892	0.89358	77550	21
2013-12-24 00:00:00	0.89358	0.89718	0.89355	0.89561	74002	20
2013-12-25 00:00:00	0.89562	0.89693	0.89498	0.89597	2657	39
2013-12-26 00:00:00	0.89597	0.8969	0.89492	0.89622	79242	61
2013-12-27 00:00:00	0.89621	0.89639	0.87994	0.89106	128996	19
2013-12-29 00:00:00	0.89063	0.89169	0.88962	0.8914	2899	36
2013-12-30 00:00:00	0.8914	0.89313	0.88595	0.88722	106624	17
2013-12-31 00:00:00	0.88722	0.89302	0.8866	0.89273	76254	21
2014-01-01 00:00:00	0.89129	0.89262	0.89103	0.89145	2365	84
2014-01-02 00:00:00	0.89149	0.90285	0.89079	0.89922	150609	26
2014-01-03 00:00:00	0.89922	0.90574	0.89888	0.90469	135033	15
2014-01-05 00:00:00	0.9048	0.90546	0.90421	0.90527	2310	27
2014-01-06 00:00:00	0.90526	0.907	0.90196	0.90385	120761	10
2014-01-07 00:00:00	0.90385	0.90987	0.9037	0.90933	122773	16
2014-01-08 00:00:00	0.90933	0.91267	0.90763	0.91158	140036	8
2014-01-09 00:00:00	0.91158	0.91238	0.90627	0.90687	128759	14
2014-01-10 00:00:00	0.90693	0.90902	0.90046	0.9021	113803	11
2014-01-12 00:00:00	0.90115	0.90244	0.90115	0.90208	2359	45
2014-01-13 00:00:00	0.90208	0.90477	0.89861	0.89931	100258	12
2014-01-14 00:00:00	0.89931	0.9032	0.89864	0.90314	105808	9
2014-01-15 00:00:00	0.90316	0.91079	0.90269	0.9091	123257	14
2014-01-16 00:00:00	0.90911	0.91034	0.90315	0.905	132629	20
2014-01-17 00:00:00	0.905	0.91197	0.90436	0.90981	95794	16
2014-01-19 00:00:00	0.91009	0.91158	0.91008	0.91147	2863	38
2014-01-20 00:00:00	0.91147	0.9132	0.90891	0.91089	79944	15
2014-01-21 00:00:00	0.91089	0.91562	0.90842	0.91072	95021	11
2014-01-22 00:00:00	0.91072	0.91243	0.90884	0.91226	76576	11
2014-01-23 00:00:00	0.91226	0.91337	0.89635	0.89806	108381	10
2014-01-24 00:00:00	0.89806	0.89911	0.8903	0.89369	102976	11
2014-01-26 00:00:00	0.89499	0.89508	0.89332	0.89385	2655	29
2014-01-27 00:00:00	0.89385	0.89845	0.89318	0.8964	87744	10
2014-01-28 00:00:00	0.8964	0.90099	0.89545	0.89965	81514	11
2014-01-29 00:00:00	0.89965	0.90094	0.89353	0.89509	107167	12
2014-01-30 00:00:00	0.89504	0.90477	0.89446	0.90257	101309	11
2014-01-31 00:00:00	0.90257	0.90795	0.90078	0.90582	104160	11
2014-02-02 00:00:00	0.90638	0.90673	0.90622	0.90651	2138	48
2014-02-03 00:00:00	0.90651	0.90813	0.90037	0.90129	93654	11
2014-02-04 00:00:00	0.90128	0.90616	0.9009	0.90402	81469	12
2014-02-05 00:00:00	0.90405	0.90568	0.90035	0.90401	84841	16
2014-02-06 00:00:00	0.90399	0.90633	0.89681	0.90075	85760	11
2014-02-07 00:00:00	0.90075	0.90219	0.89585	0.8979	74484	12
2014-02-09 00:00:00	0.89854	0.89912	0.89805	0.8988	2496	30
2014-02-10 00:00:00	0.8988	0.89936	0.89592	0.8967	61580	11
2014-02-11 00:00:00	0.8967	0.89877	0.89394	0.89839	79575	9
2014-02-12 00:00:00	0.89839	0.90381	0.89679	0.90077	80248	6
2014-02-13 00:00:00	0.90076	0.90094	0.89182	0.89351	91928	13
2014-02-14 00:00:00	0.89351	0.89408	0.89033	0.89215	71169	14
2014-02-16 00:00:00	0.89122	0.89196	0.89121	0.89141	2136	48
2014-02-17 00:00:00	0.89143	0.89259	0.89001	0.89172	57095	12
2014-02-18 00:00:00	0.89173	0.89284	0.88692	0.88782	83564	14
2014-02-19 00:00:00	0.88782	0.88952	0.8856	0.88893	74873	11
2014-02-20 00:00:00	0.88893	0.89145	0.88589	0.88937	68885	12
2014-02-21 00:00:00	0.88937	0.8911	0.88676	0.88739	59690	13
2014-02-23 00:00:00	0.88713	0.88773	0.8869	0.8874	1856	44
2014-02-24 00:00:00	0.88738	0.89104	0.88521	0.8887	60404	15
2014-02-25 00:00:00	0.88869	0.88913	0.8854	0.88695	59483	11
2014-02-26 00:00:00	0.88694	0.89303	0.88664	0.89071	67132	8
2014-02-27 00:00:00	0.89073	0.89191	0.88712	0.88835	66686	13
2014-02-28 00:00:00	0.88835	0.88895	0.87771	0.87947	77586	11
2014-03-02 00:00:00	0.88049	0.88059	0.87819	0.87977	4253	42
2014-03-03 00:00:00	0.87976	0.88358	0.87916	0.8829	68843	13
2014-03-04 00:00:00	0.88289	0.88782	0.88245	0.88732	70192	10
2014-03-05 00:00:00	0.88728	0.88955	0.886	0.8874	68288	8
2014-03-06 00:00:00	0.8874	0.8891	0.87945	0.88019	82174	17
2014-03-07 00:00:00	0.88021	0.8816	0.87559	0.87749	68238	15
2014-03-09 00:00:00	0.87709	0.87805	0.87692	0.87785	2041	27
2014-03-10 00:00:00	0.87788	0.87931	0.8761	0.87778	51272	11
2014-03-11 00:00:00	0.87778	0.88048	0.87661	0.87757	57902	7
2014-03-12 00:00:00	0.87756	0.87882	0.87343	0.87422	71286	10
2014-03-13 00:00:00	0.87422	0.87645	0.86987	0.87499	94074	10
2014-03-14 00:00:00	0.87497	0.87616	0.87034	0.87216	75386	12
2014-03-16 00:00:00	0.87206	0.8728	0.87179	0.87237	2787	64
2014-03-17 00:00:00	0.8724	0.87561	0.87137	0.87352	67062	10
2014-03-18 00:00:00	0.8735	0.87693	0.87237	0.87322	71893	11
2014-03-19 00:00:00	0.87322	0.88293	0.8731	0.88183	81345	9
2014-03-20 00:00:00	0.8818	0.88689	0.87998	0.88353	89999	9
2014-03-21 00:00:00	0.88355	0.88423	0.88148	0.88257	61041	8
2014-03-23 00:00:00	0.88184	0.88278	0.88137	0.88226	2516	27
2014-03-24 00:00:00	0.88226	0.88659	0.8787	0.8808	79053	10
2014-03-25 00:00:00	0.8808	0.88788	0.8801	0.88309	93177	10
2014-03-26 00:00:00	0.8831	0.88697	0.88287	0.88494	86186	12
2014-03-27 00:00:00	0.88494	0.88732	0.88408	0.88653	94273	12
2014-03-28 00:00:00	0.88653	0.88986	0.88486	0.88666	76682	11
2014-03-30 00:00:00	0.88548	0.88728	0.88534	0.88691	3052	66
2014-03-31 00:00:00	0.88691	0.88889	0.88245	0.88433	81024	11
2014-04-01 00:00:00	0.88434	0.88492	0.8814	0.8833	66237	11
2014-04-02 00:00:00	0.88331	0.88748	0.88185	0.88659	62040	10
2014-04-03 00:00:00	0.88659	0.89276	0.88436	0.89088	81503	10
2014-04-04 00:00:00	0.89088	0.89525	0.89042	0.8916	74117	9
2014-04-06 00:00:00	0.89179	0.89257	0.89162	0.89163	2294	110
2014-04-07 00:00:00	0.89162	0.89236	0.88727	0.88772	67194	9
2014-04-08 00:00:00	0.88772	0.88792	0.88256	0.88383	90517	11
2014-04-09 00:00:00	0.88383	0.88457	0.87891	0.88002	89368	12
2014-04-10 00:00:00	0.88	0.8805	0.87508	0.87611	87172	10
2014-04-11 00:00:00	0.87611	0.87713	0.87433	0.87567	79923	9
2014-04-13 00:00:00	0.87799	0.87799	0.87664	0.87695	3570	47
2014-04-14 00:00:00	0.87698	0.88055	0.87643	0.88041	79089	8
2014-04-15 00:00:00	0.88041	0.88186	0.8783	0.88046	83223	10
2014-04-16 00:00:00	0.88046	0.88278	0.87808	0.88148	73830	7
2014-04-17 00:00:00	0.88148	0.88361	0.87776	0.88293	69460	10
2014-04-18 00:00:00	0.88293	0.88355	0.88232	0.88313	25476	15
2014-04-20 00:00:00	0.88324	0.88339	0.88297	0.88328	1870	43
2014-04-21 00:00:00	0.88328	0.88529	0.88189	0.88529	43330	13
2014-04-22 00:00:00	0.88529	0.88616	0.88326	0.88478	64122	10
2014-04-23 00:00:00	0.88478	0.88527	0.88073	0.88344	73270	16
2014-04-24 00:00:00	0.88341	0.8856	0.88131	0.88174	73751	8
2014-04-25 00:00:00	0.88177	0.88208	0.88021	0.88141	56874	9
2014-04-27 00:00:00	0.88024	0.88111	0.88024	0.88085	1645	42
2014-04-28 00:00:00	0.88083	0.88263	0.87702	0.88031	69130	9
2014-04-29 00:00:00	0.8803	0.8846	0.87863	0.8833	65076	10
2014-04-30 00:00:00	0.8833	0.88507	0.87912	0.8801	78521	12
2014-05-01 00:00:00	0.8801	0.88023	0.87826	0.87917	49517	12
2014-05-02 00:00:00	0.87917	0.88411	0.87728	0.87776	64760	13
2014-05-04 00:00:00	0.87622	0.87775	0.87613	0.87767	1447	111
2014-05-05 00:00:00	0.87773	0.8781	0.87657	0.87785	48974	7
2014-05-06 00:00:00	0.87784	0.87802	0.87208	0.87419	62594	10
2014-05-07 00:00:00	0.87419	0.87647	0.87338	0.87624	64082	8
2014-05-08 00:00:00	0.87624	0.88049	0.8703	0.88004	86120	9
2014-05-09 00:00:00	0.88003	0.88729	0.87997	0.88628	72382	11
2014-05-11 00:00:00	0.8857	0.88701	0.88563	0.88664	2920	123
2014-05-12 00:00:00	0.88665	0.88813	0.88583	0.88771	61417	11
2014-05-13 00:00:00	0.88771	0.89081	0.88655	0.88964	87387	15
2014-05-14 00:00:00	0.88964	0.89045	0.88831	0.88946	83016	11
2014-05-15 00:00:00	0.88946	0.89601	0.88823	0.89057	106040	11
2014-05-16 00:00:00	0.89057	0.89266	0.8898	0.89262	66513	11
2014-05-18 00:00:00	0.89203	0.89238	0.89193	0.89201	2309	63
2014-05-19 00:00:00	0.89201	0.89241	0.89041	0.89191	71250	10
2014-05-20 00:00:00	0.89191	0.89398	0.89137	0.89166	64031	13
2014-05-21 00:00:00	0.89166	0.89648	0.8897	0.89337	76343	12
2014-05-22 00:00:00	0.89339	0.89518	0.89236	0.89453	64569	10
2014-05-23 00:00:00	0.89453	0.89718	0.89435	0.89536	54685	9
2014-05-25 00:00:00	0.89605	0.89653	0.89543	0.89574	1985	49
2014-05-26 00:00:00	0.89574	0.89667	0.89397	0.89459	42468	11
2014-05-27 00:00:00	0.8946	0.89815	0.89373	0.89667	60673	12
2014-05-28 00:00:00	0.89668	0.89898	0.89643	0.89827	63418	9
2014-05-29 00:00:00	0.89826	0.89831	0.89553	0.89801	60244	9
2014-05-30 00:00:00	0.89799	0.89832	0.89331	0.89507	60325	9
2014-06-01 00:00:00	0.89437	0.89586	0.89437	0.89551	2392	54
2014-06-02 00:00:00	0.89551	0.89953	0.89526	0.89863	64640	10
2014-06-03 00:00:00	0.89866	0.89955	0.89506	0.89674	66312	8
2014-06-04 00:00:00	0.89674	0.89817	0.89491	0.8969	66999	13
2014-06-05 00:00:00	0.89689	0.90365	0.89078	0.89185	114394	13
2014-06-06 00:00:00	0.89185	0.89511	0.89093	0.89347	84934	12
2014-06-08 00:00:00	0.89333	0.89353	0.89303	0.89325	2341	37
2014-06-09 00:00:00	0.89325	0.89792	0.89193	0.89703	73383	10
2014-06-10 00:00:00	0.89706	0.90075	0.89641	0.89957	88540	12
2014-06-11 00:00:00	0.89957	0.90112	0.89797	0.89951	87182	10
2014-06-12 00:00:00	0.89951	0.90116	0.89696	0.89827	89668	14
2014-06-13 00:00:00	0.89827	0.90109	0.89597	0.89974	81072	12
2014-06-15 00:00:00	0.89957	0.9006	0.89949	0.90019	4272	42
2014-06-16 00:00:00	0.90019	0.90127	0.89652	0.89706	75211	12
2014-06-17 00:00:00	0.89706	0.90047	0.89645	0.89916	67312	14
2014-06-18 00:00:00	0.89916	0.89987	0.89549	0.89632	79145	13
2014-06-19 00:00:00	0.89632	0.89662	0.89105	0.89391	66444	12
2014-06-20 00:00:00	0.89391	0.89743	0.89239	0.8948	48803	12
2014-06-22 00:00:00	0.89519	0.89574	0.89476	0.89569	3223	56
2014-06-23 00:00:00	0.89572	0.89676	0.89399	0.89451	59456	10
2014-06-24 00:00:00	0.89448	0.89579	0.89246	0.89384	61200	13
2014-06-25 00:00:00	0.89385	0.89453	0.89078	0.8928	58234	14
2014-06-26 00:00:00	0.8928	0.89564	0.89215	0.89352	50168	12
2014-06-27 00:00:00	0.89352	0.8938	0.89063	0.89065	45757	12
2014-06-29 00:00:00	0.89087	0.89119	0.89068	0.89109	2067	81
